CHN,China,Guohua Hekou (Phase 2),49,38.0744,118.2758,Wind,149.9856443
CHN,China,Guohua Huitengliang Wind,48,43.31,116.03,Wind,146.9247128
CHN,China,Guohua Hulunbeier Xinbaerhu Youqi,49,48.68,116.82,Wind,149.9856443
CHN,China,Guohua Jiaonan Wind First Phase,49,35.9908,119.9302,Wind,149.9856443
CHN,China,Guohua Qiqihaer Fuyu 1st Stage,49,47.3515,124.152,Wind,149.9856443
CHN,China,Guohua Rongcheng Phase 2,49,37.3564,122.521,Wind,149.9856443
CHN,China,Guohua Rongcheng Phase 3,49,36.6833,121.1833,Wind,149.9856443
CHN,China,Guohua Rongcheng Phase 4,49,37.2353,122.2697,Wind,149.9856443
CHN,China,Guohua Rongcheng Phase 5,49,37.1747,122.2672,Wind,149.9856443
CHN,China,Guohua Shangyi Beishileng Phase 1,49,41.1993,114.1977,Wind,149.9856443
CHN,China,Guohua Shangyi Kangleng Phase 1,49,41.1697,114.2822,Wind,149.9856443
CHN,China,Guohua Shouguang,2000,37.2684,118.9069,Coal,9932.911096
CHN,China,Guohua Shuangliao Lianhuashan Second Phase,49,44.0744,123.6453,Wind,149.9856443
CHN,China,Guohua Tongliao Kezuo Zhongqi Phase 1,49,41.22,122.95,Wind,149.9856443
CHN,China,Guohua Tongliao Kezuozhongqi Housijing,49,44.28,122.81,Wind,149.9856443
CHN,China,Huangdao 5-6 Coal,1320,36.0371,120.2193,Coal,6555.721323
CHN,China,Huadian Ningxia Ningdong Phase 5,49,37.7725,106.5514,Wind,149.9856443
CHN,China,Huadian Ningxia Ningdong Yangjiayao,45,37.8858,106.6336,Wind,137.7419183
CHN,China,Datang Pingyin Phase 1 Wind,49,36.252,116.508,Wind,149.9856443
CHN,China,Huangfeng Dam,225,35.8747,102.4334,Hydro,922.6876347
CHN,China,Fengcheng Coal,2520,28.1957,115.7097,Coal,12515.46798
CHN,China,Huadian Ningxia Ningdong Yangjiayao Expansion,12,37.8536,106.6141,Wind,36.73117821
CHN,China,Cangzhou - China Resources Coal,660,38.3658,116.8168,Coal,3277.860662
CHN,China,Datang Pingyin Phase 2 Wind,49,36.128,116.341,Wind,149.9856443
CHN,China,Gansu Bazang,51,33.9273,104.004,Hydro,209.1425305
CHN,China,Heilongjiang Jiamusi Jianshan,49,46.7,130.2833,Wind,149.9856443
CHN,China,Datang Qingyuan Phase 2 Wind,34,36.7728,111.4175,Wind,104.0716716
CHN,China,Chongqing Longshui Hydro,8,31.5375,108.8703,Hydro,32.80667145
CHN,China,Guohua Wulate Houqi Saiwusu Phase 1,49,41.5,106.4,Wind,149.9856443
CHN,China,Fengda Gas,360,22.98,114.49,Gas,683.7638878
CHN,China,Huangjiaozhuang Coal,400,28.7166,104.5543,Coal,1986.582219
CHN,China,Huadian Shangde Dongtai,20,32.77,120.92,Solar,193.7478871
CHN,China,Cangzhou - Huanghua Coal,2520,38.3094,117.879,Coal,12515.46798
CHN,China,Fengguang,24,23.645,114.675,Hydro,98.42001436
CHN,China,Huadian Shangde Dongtaip,10,32.768,120.9117,Solar,96.87394356
CHN,China,Guohua Wulate Zhongqi Chuanjing Phase 2,49,41.565,108.5253,Wind,149.9856443
CHN,China,Huangjinbu Coal,1200,28.4508,116.8603,Coal,5959.746658
CHN,China,Chongqing Pingxiang Coal Mine Methane,3,28.6903,106.8542,Gas,5.698032399
CHN,China,Heilongjiang Laobaishan Wind,49,47.6639,129.6681,Wind,149.9856443
CHN,China,Guohua Yulin Jingbain,20,37.61,108.93,Solar,193.7478871
CHN,China,Huangling 3 Coal,600,35.6603,108.9239,Coal,2979.873329
CHN,China,Huadian Sichuan Egongbao,132,28.2,100.52,Hydro,541.310079
CHN,China,Caoduozi,44.5,41.2,112.68,Wind,136.2114525
CHN,China,Fengjie Coal,1200,31.1175,109.4473,Coal,5959.746658
CHN,China,Gansu Dang River,35,39.4923,97.3423,Hydro,143.5291876
CHN,China,Datang Qixia Sujiadian Phase 1,49,37.3958,120.7017,Wind,149.9856443
CHN,China,Datang Qixia Zangjiazhuang Garden,49,37.5615,120.8431,Wind,149.9856443
CHN,China,Caofeidian - China Resources Coal,600,38.9962,118.4877,Coal,2979.873329
CHN,China,Fengman,809,43.72,126.69,Hydro,3317.574651
CHN,China,Huadian Sichuan Mulihe Kajiwa,452,28.3938,100.5511,Hydro,1853.576937
CHN,China,Datang Tulufan,20,43.13,89.313,Solar,193.7478871
CHN,China,Heilongjiang Mishan Linchang Liumao,49,45.423,132.058,Wind,149.9856443
CHN,China,Gansu Datonghe Liancheng 2nd Stage,12,36.5456,102.8778,Hydro,49.21000718
CHN,China,Fengrun Coal,600,39.8051,118.0861,Coal,2979.873329
CHN,China,Guohua Zhucheng (Phase 1),49,35.9167,119.6667,Wind,149.9856443
CHN,China,Fengshuba Dam,150,24.4121,115.3607,Hydro,615.1250898
CHN,China,Caofeidian - Shougang Coal,600,38.9446,118.4927,Coal,2979.873329
CHN,China,Guohua Zhucheng (Phase 2),49,35.85,119.55,Wind,149.9856443
CHN,China,Heilongjiang Mudanjiang Xiaoguokui Wind,20,45.282,129.841,Wind,61.21863035
CHN,China,Huanglongdai,8.8,23.77,113.74,Hydro,36.0873386
CHN,China,Gansu Diebu Duoer,32,33.3,103.3,Hydro,131.2266858
CHN,China,Chongqing Qijiang Zhutan,8,28.9239,106.6833,Hydro,32.80667145
CHN,China,Datang Tuquan Laoyeling Phase 2,49,45.555,121.354,Wind,149.9856443
CHN,China,Huadian Tieling Lijiatun,48,42.375,123.874,Wind,146.9247128
CHN,China,Gansu Diebu Niaojiaga,12,33.58,103.31,Hydro,49.21000718
CHN,China,Heilongjiang Wangyunfeng Wind,49,47.9094,130.6655,Wind,149.9856443
CHN,China,Fengtai Coal,2520,32.7579,116.6492,Coal,12515.46798
CHN,China,Huadian Wind Huitengxile Inner Mongolia,202,41.6692,112.6248,Wind,618.3081665
CHN,China,Datang Wendeng Phase 2 Wind,49,36.96,122.11,Wind,149.9856443
CHN,China,Chongqing Shizhu County Yangdong River (Dukou),48,30.2686,110.6072,Hydro,196.8400287
CHN,China,Huanglongtan,510,32.68,110.52,Hydro,2091.425305
CHN,China,Huangpu Coal,1450,23.0792,113.4951,Coal,7201.360545
CHN,China,Huangshi Coal,1100,30.2287,115.0741,Coal,5463.101103
CHN,China,Gansu Dunhuang,50,40.11,94.478,Solar,484.3697178
CHN,China,Huangshi Landfill Gas,1,30.1997,114.99,Gas,1.899344133
CHN,China,Datang Wendeng Wind,49,36.9317,122.0858,Wind,149.9856443
CHN,China,Chongqing Wanzhou Xiangjiazui,12,30.7544,108.7092,Hydro,49.21000718
CHN,China,Guohuo Yuyao,790,30.07,121.1,Gas,1500.481865
CHN,China,Huadian Xinjiang Dabancheng First Phase Wind,49,43.55,87.95,Wind,149.9856443
CHN,China,Heilongjiang Xingkaihu Fengmishan,49,45.449,131.999,Wind,149.9856443
CHN,China,Caojie On Jiangling River Chongqing City,500,29.9036,106.3901,Hydro,2050.416966
CHN,China,Fengtan,800,28.72,110.27,Hydro,3280.667145
CHN,China,Caojing Coal,2000,30.762,121.3997,Coal,9932.911096
CHN,China,Guojin Coal,600,37.5476,112.2322,Coal,2979.873329
